1	N	45
2	N	46
2	J	47
1	W	47
2	R	47
3	N	64
3	J	65
2	J	69
3	R	69
3	W	75
2	R	75
2	E	77
1	J	77
1	R	77
4	N	77
4	J	78
1	W	78
4	R	78
5	N	114
5	J	115
4	J	115
5	R	115
5	E	118
4	R	118
4	W	124
0	R	125
4	J	507
4	R	507
4	W	507
0	R	507
4	J	567
4	R	567
4	W	567
0	R	567
4	J	597
4	R	597
4	W	597
0	R	597
4	J	627
4	R	627
4	W	627
0	R	627
4	J	657
4	R	657
4	W	657
0	R	657
4	J	687
4	R	687
4	W	687
0	R	687
4	J	717
4	R	717
4	W	717
0	R	717
4	J	722
4	R	722
4	W	722
0	R	722
4	J	747
4	R	747
4	W	747
0	R	747
4	J	777
4	R	777
4	W	777
0	R	777
4	J	803
4	R	803
4	W	803
0	R	803
4	J	807
4	R	807
4	W	807
0	R	807
4	J	828
4	R	828
4	W	828
0	R	828
4	J	837
4	R	837
6	N	838
6	J	839
4	W	839
6	R	839
7	N	841
7	J	842
8	N	843
8	J	844
6	J	844
8	R	844
8	J	849
7	R	849
7	J	854
8	R	854
8	J	859
7	R	859
7	J	864
6	R	864
9	N	864
9	J	865
10	N	865
10	J	866
11	N	867
11	J	867
12	N	868
12	J	869
6	J	869
12	R	869
12	J	874
11	R	874
11	J	879
10	R	879
10	J	884
9	R	884
9	J	889
12	R	889
12	J	894
11	R	894
11	J	899
10	R	899
10	J	904
9	R	904
9	J	909
8	R	909
8	J	914
7	R	914
7	J	919
6	R	919
13	N	919
13	J	920
14	N	920
14	J	921
15	N	922
15	J	923
16	N	923
16	J	924
6	J	924
16	R	924
16	J	929
15	R	929
15	J	934
14	R	934
14	J	939
13	R	939
13	J	944
16	R	944
16	J	949
15	R	949
15	J	954
14	R	954
14	J	959
13	R	959
13	J	964
12	R	964
12	J	969
11	R	969
11	J	974
10	R	974
10	J	979
9	R	979
9	J	984
8	R	984
8	J	989
7	R	989
7	J	994
6	R	994
6	W	994
16	R	994
16	J	999
15	R	999
15	J	1004
14	R	1004
14	J	1009
13	R	1009
13	J	1014
12	R	1014
12	J	1019
11	R	1019
11	J	1024
10	R	1024
10	J	1029
9	R	1029
9	J	1034
8	R	1034
8	J	1039
7	R	1039
7	J	1044
16	R	1044
16	J	1049
15	R	1049
15	J	1054
14	R	1054
14	J	1059
13	R	1059
13	J	1064
12	R	1064
12	J	1069
11	R	1069
11	J	1074
10	R	1074
10	J	1079
9	R	1079
9	J	1084
8	R	1084
8	J	1089
7	R	1089
7	J	1094
16	R	1094
16	J	1099
15	R	1099
15	J	1104
14	R	1104
14	J	1109
13	R	1109
13	J	1114
12	R	1114
12	J	1119
11	R	1119
11	J	1124
10	R	1124
10	J	1129
9	R	1129
9	J	1134
8	R	1134
8	J	1139
7	R	1139
7	J	1144
16	R	1144
16	J	1149
15	R	1149
15	J	1154
14	R	1154
14	J	1159
13	R	1159
13	J	1164
12	R	1164
12	J	1169
11	R	1169
11	J	1174
10	R	1174
10	J	1179
9	R	1179
9	J	1184
8	R	1184
8	J	1189
7	R	1189
7	J	1194
16	R	1194
16	J	1199
15	R	1199
15	J	1204
14	R	1204
14	J	1209
13	R	1209
13	J	1214
12	R	1214
12	J	1219
11	R	1219
11	J	1224
10	R	1224
10	J	1229
9	R	1229
9	J	1234
8	R	1234
8	J	1239
7	R	1239
7	J	1244
16	R	1244
16	J	1249
15	R	1249
15	J	1254
14	R	1254
14	J	1259
13	R	1259
13	J	1264
12	R	1264
12	J	1269
11	R	1269
11	J	1274
10	R	1274
10	J	1279
9	R	1279
9	J	1284
8	R	1284
8	J	1289
7	R	1289
7	J	1294
16	R	1294
16	J	1299
15	R	1299
15	J	1304
14	R	1304
14	J	1309
13	R	1309
13	J	1314
12	R	1314
12	J	1319
11	R	1319
11	J	1324
10	R	1324
10	J	1329
9	R	1329
9	J	1334
8	R	1334
8	J	1339
7	R	1339
7	J	1344
16	R	1344
16	J	1349
15	R	1349
15	J	1354
14	R	1354
14	J	1359
13	R	1359
13	J	1364
12	R	1364
12	J	1369
11	R	1369
11	J	1374
10	R	1374
10	J	1379
9	R	1379
9	J	1384
8	R	1384
8	J	1389
7	R	1389
7	J	1394
16	R	1394
16	J	1399
15	R	1399
15	J	1404
14	R	1404
14	J	1409
13	R	1409
13	J	1414
12	R	1414
12	J	1419
11	R	1419
11	J	1424
10	R	1424
10	J	1429
9	R	1429
